gene	chr	tss
C1orf54	1	150272779
CIART	1	150282532
MRPS21	1	150293841
PRPF3	1	150321478
RPRD2	1	150364110
TARS2	1	150487363
ECM1	1	150508010
FALEC	1	150515756
ADAMTSL4	1	150549368
ADAMTSL4-AS1	1	150574552
MCL1	1	150579738
ENSA	1	150629622
GOLPH3L	1	150697196
HORMAD1	1	150720888
CTSS	1	150765957
CTSK	1	150808441
ARNT	1	150876768
SETDB1	1	150926338
CERS2	1	150975003
ANXA9	1	150982022
MINDY1	1	151008378
PRUNE1	1	151008390
BNIPL	1	151036552
C1orf56	1	151047739
CDC42SE1	1	151059649
MLLT11	1	151059674
GABPB2	1	151070577
SEMA6C	1	151146664
TNFAIP8L2	1	151156628
LYSMD1	1	151165894
SCNM1	1	151166021
TMOD4	1	151176071
VPS72	1	151190213
PIP5K1A	1	151198544
PSMD4	1	151254720
ZNF687	1	151282311
PI4KB	1	151327715
RFX5	1	151347293
SELENBP1	1	151372734
PSMB4	1	151399564
POGZ	1	151459465
CGN	1	151511385
TUFT1	1	151540304
SNX27	1	151612185
CELF3	1	151716820
RIIAD1	1	151721536
MRPL9	1	151763916
OAZ3	1	151766654
TDRKH	1	151790534
LINGO4	1	151805442
RORC	1	151831872
C2CD4D	1	151840557
THEM5	1	151853697
THEM4	1	151909885
S100A10	1	151994238
S100A11	1	152037035
TCHHL1	1	152089064
TCHH	1	152115454
RPTN	1	152159228
HRNR	1	152224196
FLG	1	152325203
FLG2	1	152360006
CRNN	1	152414274
LCE5A	1	152510843
CRCT1	1	152514501
LCE3E	1	152566753
LCE3D	1	152580504
LCE3C	1	152600661
LCE2D	1	152663410
LCE2C	1	152675314
LCE2B	1	152686122
LCE2A	1	152698363
LCE4A	1	152709046
C1orf68	1	152719521
KPRP	1	152758029
LCE1F	1	152776371
LCE1E	1	152786276
LCE1D	1	152796750
LCE1C	1	152806631
LCE1B	1	152811970
LCE1A	1	152827472
LCE6A	1	152842853
SMCP	1	152878321
IVL	1	152908544
SPRR4	1	152970652
SPRR1A	1	152984087
SPRR3	1	153001746
SPRR1B	1	153031202
SPRR2D	1	153041118
SPRR2A	1	153057512
SPRR2B	1	153071608
SPRR2E	1	153094528
SPRR2F	1	153113515
SPRR2G	1	153150951
LELP1	1	153203429
PRR9	1	153217583
LOR	1	153259702
PGLYRP3	1	153310718
PGLYRP4	1	153348841
S100A9	1	153357853
S100A12	1	153375599
S100A8	1	153391188
S100A7A	1	153416523
S100A7L2	1	153440027
S100A7	1	153460661
S100A6	1	153536241
S100A5	1	153541765
S100A4	1	153545806
S100A3	1	153549258
S100A2	1	153565830
S100A16	1	153613168
S100A14	1	153616332
S100A13	1	153628239
S100A1	1	153628396
CHTOP	1	153633981
SNAPIN	1	153658653
ILF2	1	153671028
NPR1	1	153678687
INTS3	1	153728066
SLC27A3	1	153774353
GATAD2B	1	153922975
DENND4B	1	153946678
CRTC2	1	153958656
SLC39A1	1	153963641
CREB3L4	1	153967838
JTB	1	153977975
RAB13	1	153986377
RPS27	1	153990762
NUP210L	1	154155116
TPM3	1	154183249
C1orf189	1	154206365
C1orf43	1	154220797
UBAP2L	1	154220848
HAX1	1	154272562
AQP10	1	154321115
ATP8B2	1	154327799
IL6R	1	154405192
SHE	1	154502050
TDRD10	1	154502218
UBE2Q1	1	154558644
CHRNB2	1	154567780
ADAR	1	154608248
KCNN3	1	154870278
PMVK	1	154937008
PBXIP1	1	154956163
PYGO2	1	154961782
SHC1	1	154974483
CKS1B	1	154974641
FLAD1	1	154983293
LENEP	1	154993585
ZBTB7B	1	155002629
DCST2	1	155033781
DCST1	1	155033805
ADAM15	1	155051271
EFNA4	1	155063736
EFNA3	1	155078871
EFNA1	1	155127872
SLC50A1	1	155135811
DPM3	1	155140407
KRTCAP2	1	155173328
TRIM46	1	155173786
MUC1	1	155192915
THBS3	1	155207981
MTX1	1	155208698
GBA	1	155244862
FAM189B	1	155255483
SCAMP3	1	155262385
CLK2	1	155273529
HCN3	1	155277426
PKLR	1	155301434
FDPS	1	155308747
RUSC1	1	155323936
ASH1L	1	155562533
MSTO1	1	155610169
YY1AP1	1	155688777
DAP3	1	155689090
GON4L	1	155857295
SYT11	1	155859468
RIT1	1	155911402
KIAA0907	1	155934442
RXFP4	1	155941688
ARHGEF2	1	155978545
SSR2	1	156020967
UBQLN4	1	156053825
LAMTOR2	1	156054725
RAB25	1	156061148
MEX3A	1	156081998
LMNA	1	156114669
SEMA4A	1	156153530
SLC25A44	1	156193931
PMF1	1	156212987
PMF1-BGLAP	1	156212987
BGLAP	1	156241961
PAQR6	1	156248117
SMG5	1	156282890
TMEM79	1	156284278
GLMP	1	156295689
VHLL	1	156299637
CCT3	1	156338415
TSACC	1	156337313
RHBG	1	156369188
C1orf61	1	156429548
MEF2D	1	156500842
IQGAP3	1	156572604
TTC24	1	156581364
NAXE	1	156591765
GPATCH4	1	156601487
HAPLN2	1	156619293
BCAN	1	156641947
NES	1	156677397
CRABP2	1	156705667
ISG20L2	1	156728439
RRNAD1	1	156728470
MRPL24	1	156741131
HDGF	1	156752448
PRCC	1	156767481
SH2D2A	1	156816848
INSRR	1	156858920
NTRK1	1	156860878
PEAR1	1	156893730
LRRC71	1	156920631
ARHGEF11	1	157045370
ETV3L	1	157099808
ETV3	1	157138385
FCRL5	1	157552520
FCRL4	1	157598080
FCRL3	1	157700872
FCRL2	1	157777132
FCRL1	1	157820150
CD5L	1	157841844
KIRREL	1	157993272
LINC01704	1	158140640
CD1D	1	158179946
CD1A	1	158254136
CD1C	1	158289772
CD1B	1	158331531
CD1E	1	158353695
OR10T2	1	158399466
OR10K2	1	158420866
OR10K1	1	158465561
OR10R2	1	158479877
OR6Y1	1	158548105
OR6P1	1	158563604
OR10X1	1	158579899
OR10Z1	1	158606438
SPTA1	1	158686716
OR6K2	1	158700696
OR6K3	1	158718115
OR6K6	1	158754815
OR6N1	1	158766682
OR6N2	1	158777635
MNDA	1	158831302
PYHIN1	1	158931546
POP3	1	159000312
IFI16	1	159009891
AIM2	1	159076901
CADM3	1	159171563
ACKR1	1	159204012
FCER1A	1	159289713
OR10J1	1	159439721
OR10J5	1	159536007
APCS	1	159587825
CRP	1	159714589
DUSP23	1	159780945
FCRL6	1	159802382
SLAMF8	1	159826688
C1orf204	1	159855347
VSIG8	1	159862657
CFAP45	1	159900116
TAGLN2	1	159925542
IGSF9	1	159945596
SLAMF9	1	159954254
LINC01133	1	159961223
PIGM	1	160031993
KCNJ10	1	160070261
KCNJ9	1	160081569
IGSF8	1	160098689
ATP1A2	1	160115729
ATP1A4	1	160151561
CASQ1	1	160190494
PEA15	1	160205318
DCAF8	1	160262528
PEX19	1	160285151
COPA	1	160343564
NCSTN	1	160343272
NHLH1	1	160367070
VANGL2	1	160400573
SLAMF6	1	160523262
CD84	1	160579516
SLAMF1	1	160647311
CD48	1	160711851
SLAMF7	1	160739056
LY9	1	160796073
CD244	1	160862902
ITLN1	1	160885170
ITLN2	1	160954799
F11R	1	161021343
TSTD1	1	161038984
USF1	1	161045979
ARHGAP30	1	161069970
NECTIN4	1	161089595
KLHDC9	1	161098390
PFDN2	1	161118076
NIT1	1	161118071
DEDD	1	161132688
UFC1	1	161153743
USP21	1	161159463
PPOX	1	161166390
B4GALT3	1	161177968
ADAMTS4	1	161199053
NDUFS2	1	161199314
FCER1G	1	161215296
APOA2	1	161223628
TOMM40L	1	161225938
NR1I3	1	161238210
PCP4L1	1	161258726
MPZ	1	161309972
SDHC	1	161314375
CFAP126	1	161367883
FCGR2A	1	161505414
HSPA6	1	161524539
FCGR3A	1	161550103
FCGR3B	1	161631963
FCGR2B	1	161663114
FCRLA	1	161706971
FCRLB	1	161722652
DUSP12	1	161749767
ATF6	1	161766243
OLFML2B	1	162024465
NOS1AP	1	162069790
SPATA46	1	162376854
C1orf226	1	162381729
SH2D1B	1	162412138
UHMK1	1	162497804
UAP1	1	162561439
DDR2	1	162632437
HSD17B7	1	162790701
CCDC190	1	162868815
RGS4	1	163068973
RGS5	1	163203173
NUF2	1	163321932
PBX1	1	164559359
LMX1A	1	165356715
RXRG	1	165445355
LRRC52	1	165544240
MGST3	1	165630872
ALDH9A1	1	165698663
TMCO1	1	165768922
UCK2	1	165827494
FAM78B	1	166166755
POGK	1	166839403
TADA1	1	166876417
ILDR2	1	166975324
MAEL	1	166989088
GPA33	1	167090631
DUSP27	1	167094089
POU2F1	1	167220828
CD247	1	167518610
CREG1	1	167553819
RCSD1	1	167630192
MPZL1	1	167721949
ADCY10	1	167914226
MPC2	1	167937069
DCAF6	1	167936558
GPR161	1	168136707
TIPRL	1	168178844
SFT2D2	1	168226016
TBX19	1	168281039
XCL2	1	168543997
XCL1	1	168576472
DPT	1	168729204
LINC00626	1	168786940
LINC00970	1	169087005
ATP1B1	1	169106708
NME7	1	169367963
BLZF1	1	169367878
CCDC181	1	169427474
SLC19A2	1	169485970
F5	1	169586531
SELP	1	169630139
SELL	1	169711702
SELE	1	169734079
METTL18	1	169794976
C1orf112	1	169794998
SCYL3	1	169893959
KIFAP3	1	170074738
METTL11B	1	170146046
LINC01142	1	170284208
GORAB	1	170532121
PRRX1	1	170664171
MROH9	1	170935494
FMO3	1	171090876
FMO2	1	171185207
FMO1	1	171248470
FMO4	1	171314182
PRRC2C	1	171485526
MYOC	1	171652633
VAMP4	1	171742239
METTL13	1	171781620
DNM3	1	171841477
C1orf105	1	172420687
PIGC	1	172444090
SUCO	1	172533117
FASLG	1	172659007
TNFSF18	1	173050963
TNFSF4	1	173207313
PRDX6	1	173477346
SLC9C2	1	173603094
ANKRD45	1	173669862
KLHL20	1	173714940
CENPL	1	173824639
DARS2	1	173824658
GAS5	1	173867987
ZBTB37	1	173868296
SERPINC1	1	173917378
RC3H1	1	173993072
GPR52	1	174448073
RABGAP1L	1	174799896
CACYBP	1	174999755
MRPS14	1	175023455
TNN	1	175067857
KIAA0040	1	175192813
TNR	1	175743616
LINC01657	1	175877342
RFWD2	1	176207244
PAPPA2	1	176463170
ASTN1	1	177164904
BRINP2	1	177171387
LINC01645	1	177351585
LINC01741	1	177700523
SEC16B	1	177969915
RASAL2-AS1	1	178093993
RASAL2	1	178341470
TEX35	1	178513076
C1orf220	1	178542795
RALGPS2	1	178725146
ANGPTL1	1	178871080
FAM20B	1	179025938
TOR3A	1	179081976
ABL2	1	179229684
SOAT1	1	179293713
AXDND1	1	179365719
NPHS2	1	179575952
TDRD5	1	179591621
FAM163A	1	179743162
TOR1AIP2	1	179877806
TOR1AIP1	1	179882041
CEP350	1	179954772
QSOX1	1	180154832
LHX4	1	180230297
LHX4-AS1	1	180274681
ACBD6	1	180502887
OVAAL	1	180558973
XPR1	1	180632009
KIAA1614	1	180913176
STX6	1	181023121
MR1	1	181033424
IER5	1	181088501
LINC01732	1	181174483
LINC01699	1	181236387
CACNA1E	1	181483549
ZNF648	1	182061712
LINC01344	1	182314061
GLUL	1	182392206
TEDDM1	1	182400616
LINC00272	1	182407620
RGSL1	1	182450120
RNASEL	1	182589259
RGS16	1	182604413
LINC01686	1	182615139
RGS8	1	182672932
NPL	1	182789448
DHX9	1	182839303
SHCBP1L	1	182953525
LAMC1	1	183023459
LAMC2	1	183186038
NMNAT2	1	183418499
SMG7-AS1	1	183471982
SMG7	1	183472370
NCF2	1	183590604
ARPC5	1	183635941
RGL1	1	183636046
APOBEC4	1	183653313
COLGALT2	1	184037770
TSEN15	1	184051650
C1orf21	1	184387015
EDEM3	1	184754907
FAM129A	1	184974586
RNF2	1	185045418
TRMT1L	1	185156984
SWT1	1	185157158
IVNS1ABP	1	185317329
LINC01350	1	185628488
HMCN1	1	185734550
PRG4	1	186296272
TPR	1	186375325
C1orf27	1	186375757
OCLM	1	186400571
PDC	1	186461108
PTGS2	1	186680427
PACERR	1	186680653
PLA2G4A	1	186828899
LINC01036	1	187092841
BRINP3	1	190477882
LINC01351	1	190478259
LINC01720	1	190624889
RGS18	1	192158461
RGS21	1	192316991
RGS1	1	192575726
RGS13	1	192636137
RGS2	1	192809038
UCHL5	1	193059393
TROVE2	1	193059873
GLRX2	1	193106114
CDC73	1	193121957
B3GALT2	1	193186613
LINC01031	1	193304744
KCNT2	1	196608576
CFH	1	196651877
CFHR3	1	196774799
CFHR1	1	196819730
CFHR4	1	196888013
CFHR2	1	196943767
CFHR5	1	196977536
F13B	1	197067267
ASPM	1	197146694
ZBTB41	1	197200542
CRB1	1	197268203
DENND1B	1	197775493
C1orf53	1	197902551
LHX9	1	197917386
NEK7	1	198156977
ATP6V1G3	1	198540945
PTPRC	1	198638967
MIR181A1HG	1	198937429
LINC01222	1	199018964
LINC01221	1	199016132
NR5A2	1	200027601
LINC00862	1	200373792
ZNF281	1	200410058
KIF14	1	200620734
DDX59	1	200669998
CAMSAP2	1	200739557
GPR25	1	200872954
C1orf106	1	200891498
KIF21B	1	201023700
CACNA1S	1	201112566
ASCL5	1	201115372
TMEM9	1	201154555
IGFN1	1	201190824
PKP1	1	201283451
TNNT2	1	201377700
LAD1	1	201399541
TNNI1	1	201421746
PHLDA3	1	201469171
CSRP1	1	201507259
NAV1	1	201648321
IPO9	1	201829159
SHISA4	1	201888676
LMOD1	1	201946588
TIMM17A	1	201955490
RNPEP	1	201982637
ELF3	1	202010561
GPR37L1	1	202122900
ARL8A	1	202144743
PTPN7	1	202161588
LGR6	1	202203776
UBE2T	1	202341966
PPP1R12B	1	202348701
SYT2	1	202710423
KDM5B	1	202809470
RABIF	1	202889257
KLHL12	1	202927272
ADIPOR1	1	202958396
CYB5R1	1	202967276
TMEM183A	1	203007366
PPFIA4	1	203026520
MYOG	1	203086038
ADORA1	1	203127707
MYBPH	1	203175814
CHI3L1	1	203186794
CHIT1	1	203229732
LINC01353	1	203287151
LINC01136	1	203305325
BTG2	1	203305535
FMOD	1	203351429
PRELP	1	203475754
OPTC	1	203494142
ATP2B4	1	203626786
LAX1	1	203765155
ZC3H11A	1	203795536
ZBED6	1	203797522
SNRPE	1	203861584
LINC00303	1	204041264
SOX13	1	204073117
ETNK2	1	204152182
REN	1	204166337
KISS1	1	204196491
GOLT1A	1	204214092
PLEKHA6	1	204359929
LINC00628	1	204369719
PPP1R15B	1	204411817
PIK3C2B	1	204490346
MDM4	1	204516378
LRRN2	1	204685353
NFASC	1	204828653
CNTN2	1	205043123
TMEM81	1	205084460
RBBP5	1	205122022
DSTYK	1	205211599
TMCC2	1	205227909
NUAK2	1	205321791
KLHDC8A	1	205357090
LEMD1	1	205422086
BLACAT1	1	205456086
CDK18	1	205504555
MFSD4A	1	205568983
ELK4	1	205632872
SLC45A3	1	205680502
NUCKS1	1	205750244
RAB29	1	205775482
SLC41A1	1	205813196
PM20D1	1	205850148
SLC26A9	1	205943460
FAM72A	1	206202875
AVPR1B	1	206117048
C1orf186	1	206052722
CTSE	1	206023909
SRGAP2	1	206342845
IKBKE	1	206470242
RASSF5	1	206507529
EIF2D	1	206612551
DYRK3	1	206635535
MAPKAPK2	1	206685019
IL10	1	206772494
IL19	1	206828876
IL20	1	206865808
IL24	1	206897442
FCMR	1	206922033
PIGR	1	206946466
FCAMR	1	206970625
C1orf116	1	207032756
YOD1	1	207051077
PFKFB2	1	207053274
C4BPB	1	207089238
C4BPA	1	207104261
CD55	1	207321471
CR2	1	207454299
CR1	1	207496127
CR1L	1	207645112
CD46	1	207752037
C1orf132	1	207822703
CD34	1	207911338
PLXNA2	1	208244320
LINC01696	1	209325455
MIR205HG	1	209428819
CAMK1G	1	209583699
LAMB3	1	209652475
G0S2	1	209675324
HSD11B1	1	209686179
TRAF3IP3	1	209756031
C1orf74	1	209784730
IRF6	1	209806175
DIEXF	1	209827966
SYT14	1	209938173
SERTAD4	1	210232849
HHAT	1	210328905
KCNH1	1	211134115
RCOR3	1	211259365
TRAF5	1	211326805
LINC00467	1	211382754
RD3	1	211492917
SLC30A1	1	211578757
LINC01693	1	211639807
NEK2	1	211675630
LPGAT1	1	211830772
INTS7	1	212035660
DTL	1	212035552
PPP2R5A	1	212285536
TMEM206	1	212414925
NENF	1	212432886
LINC01740	1	212545693
ATF3	1	212608627
FAM71A	1	212624446
BATF3	1	212699985
NSL1	1	212791797
TATDN3	1	212791827
SPATA45	1	212847649
FLVCR1-AS1	1	212858138
FLVCR1	1	212858254
VASH2	1	212950519
ANGEL2	1	213015875
RPS6KC1	1	213051232
PROX1-AS1	1	213986153
LINC00538	1	213924748
PROX1	1	213988500
SMYD2	1	214281221
PTPN14	1	214551681
CENPF	1	214603188
KCNK2	1	215083216
KCTD3	1	215567378
USH2A	1	216423396
ESRRG	1	216723472
GPATCH2	1	217631112
SPATA17	1	217631323
LINC00210	1	217892899
LINC01653	1	218043504
RRP15	1	218285286
TGFB2	1	218345283
LYPLAL1-AS1	1	219173788
LYPLAL1	1	219173830
SLC30A10	1	219928651
EPRS	1	220046658
BPNT1	1	220089853
IARS2	1	220094112
RAB3GAP2	1	220272501
MARK1	1	220528182
C1orf115	1	220690285
MARC2	1	220748245
MARC1	1	220786696
LINC01352	1	220829254
HLX	1	220879400
C1orf140	1	221336296
DUSP10	1	221742176
LINC01655	1	221840666
HHIPL2	1	222548102
TAF1A	1	222589933
MIA3	1	222618101
AIDA	1	222712522
BROX	1	222712552
FAM177B	1	222737215
DISP1	1	222815088
TLR5	1	223143282
SUSD4	1	223364202
CCDC185	1	223393372
CAPN2	1	223712416
TP53BP2	1	223845972
FBXO28	1	224114086
DEGS1	1	224183207
NVL	1	224330189
CNIH4	1	224356810
WDR26	1	224434299
CNIH3	1	224434894
DNAH14	1	224929653
LBR	1	225428113
ENAH	1	225653143
SRP9	1	225777812
EPHX1	1	225825300
TMEM63A	1	225882720
LEFTY1	1	225889146
PYCR2	1	225924340
LEFTY2	1	225941492
SDE2	1	225999365
H3F3A	1	226062706
ACBD3	1	226186722
MIXL1	1	226223617
LIN9	1	226309503
PARP1	1	226408100
STUM	1	226548799
ITPKB	1	226739175
PSEN2	1	226870571
COQ8A	1	226940236
CDC42BPA	1	227318125
ZNF678	1	227563518
JMJD4	1	227735411
SNAP47	1	227734995
PRSS38	1	227815716
WNT9A	1	227947975
WNT3A	1	228007021
ARF1	1	228082659
C1orf35	1	228103462
MRPL55	1	228109312
GUK1	1	228140227
GJC2	1	228149713
IBA57-AS1	1	228164848
IBA57	1	228165807
OBSCN	1	228208129
TRIM11	1	228406816
TRIM17	1	228416882
HIST3H3	1	228425325
HIST3H2A	1	228457859
HIST3H2BB	1	228458106
RNF187	1	228487366
RHOU	1	228735076
RAB4A	1	229271061
SPHAR	1	229304381
CCSAP	1	229342941
ACTA1	1	229434096
NUP133	1	229508341
ABCB10	1	229558695
TAF5L	1	229626047
URB2	1	229626215
LINC01736	1	230002716
GALNT2	1	230067194
PGBD5	1	230425928
COG2	1	230642455
AGT	1	230714590
CAPN9	1	230747383
C1orf198	1	230868556
TTC13	1	230978872
ARV1	1	230979048
FAM89A	1	231040249
TRIM67	1	231162927
C1orf131	1	231241187
GNPAT	1	231241172
EXOC8	1	231337872
SPRTN	1	231337935
EGLN1	1	231425044
TSNAX	1	231528652
TSNAX-DISC1	1	231528652
DISC1	1	231626814
SIPA1L2	1	232515608
LINC01744	1	232742715
MAP10	1	232804891
NTPCR	1	232950530
PCNX2	1	233295713
MAP3K21	1	233327767
KCNK1	1	233614003
SLC35F3	1	233904711
COA6	1	234373682
TARBP1	1	234479103
LINC01354	1	234531779
IRF2BP2	1	234609525
LINC00184	1	234629310
LINC01132	1	234724041
TOMM20	1	235128941
RBM34	1	235161616
ARID4B	1	235328217
GGPS1	1	235328437
TBCE	1	235367359
B3GALNT2	1	235504481
GNG4	1	235650754
LYST	1	235883708
NID1	1	236065181
GPR137B	1	236142531
ERO1B	1	236282039
EDARADD	1	236395415
LGALS8	1	236523438
HEATR1	1	236604541
ACTN2	1	236686453
MTR	1	236795280
MT1HL1	1	237004418
RYR2	1	237042401
ZP4	1	237890922
LINC01139	1	238486017
CHRM3	1	239629072
FMN2	1	240091884
GREM2	1	240612162
RGS7	1	241357230
FH	1	241519785
KMO	1	241532133
OPN3	1	241640399
CHML	1	241635930
WDR64	1	241652277
EXO1	1	241848730
BECN2	1	241957766
MAP1LC3C	1	241999083
PLD5	1	242524696
CEP170	1	243255406
SDCCAG8	1	243256004
AKT3	1	243843282
ZBTB18	1	244053204
C1orf100	1	244352634
ADSS	1	244452134
CATSPERE	1	244461370
DESI2	1	244653047
COX20	1	244835475
HNRNPU	1	244864525
EFCAB2	1	244970328
KIF26B	1	245154984
SMYD3	1	246417412
LINC01743	1	246524287
TFB2M	1	246566263
CNST	1	246566336
SCCPDH	1	246724075
LINC01341	1	246789616
AHCTF1	1	246931978
ZNF670-ZNF695	1	247078813
ZNF695	1	247008093
ZNF670	1	247078813
ZNF669	1	247104372
C1orf229	1	247112417
ZNF124	1	247172017
ZNF496	1	247331940
NLRP3	1	247418048
OR2B11	1	247451982
GCSAML	1	247507057
GCSAML-AS1	1	247530804
OR2C3	1	247533839
OR2G2	1	247588359
OR2G3	1	247605585
OR13G1	1	247673041
OR6F1	1	247712755
OR1C1	1	247758406
OR14A16	1	247815729
OR11L1	1	247841896
TRIM58	1	247857198
OR2W3	1	247895586
OR2T8	1	247921017
OR2L13	1	247937028
OR2L8	1	247948857
OR2AK2	1	247965331
OR2L5	1	248021947
OR2L2	1	248038171
OR2L3	1	248060681
OR2M5	1	248145147
OR2M2	1	248179985
OR2M3	1	248203067
OR2M4	1	248238928
OR2T33	1	248273814
OR2T12	1	248295578
OR2M7	1	248324568
OR14C36	1	248348774
OR2T4	1	248361580
OR2T6	1	248387608
OR2T1	1	248405994
OR2T2	1	248452797
OR2T3	1	248473350
OR2T5	1	248488588
OR2G6	1	248521646
OR2T29	1	248559491
OR2T34	1	248574757
OR2T10	1	248593768
OR2T11	1	248627128
OR2T35	1	248639258
OR2T27	1	248650884
OR14I1	1	248682304
LYPD8	1	248739850
SH3BP5L	1	248825366
ZNF672	1	248838177
ZNF692	1	248859116
PGBD2	1	248906242
FAM110C	2	46588
SH3YL1	2	264097
ACP1	2	264868
ALKAL2	2	288308
TMEM18	2	677439
LINC01115	2	868426
LINC01939	2	905451
SNTG2	2	950867
TPO	2	1413460
PXDN	2	1744547
MYT1L	2	2331313
LINC01250	2	3126026
TSSC1	2	3377932
TRAPPC12	2	3379674
ADI1	2	3519579
RNASEH1	2	3558371
RPS7	2	3575262
COLEC11	2	3594831
ALLC	2	3658195
DCDC2C	2	3703591
LINC01304	2	3974032
LINC01249	2	4656222
SOX11	2	5692666
LINC01105	2	5932686
LINC01247	2	6375422
MIR7515HG	2	6650519
LINC00487	2	6770311
CMPK2	2	6865819
RSAD2	2	6877664
RNF144A-AS1	2	6918682
RNF144A	2	6917391
LINC00298	2	7976814
LINC00299	2	8328419
LINC01814	2	8583792
ID2	2	8681982
KIDINS220	2	8837639
MBOAT2	2	9003750
ASAP2	2	9206764
ITGB1BP1	2	9423569
CPSF3	2	9423536
IAH1	2	9474528
ADAM17	2	9555820
YWHAQ	2	9631055
TAF1B	2	9843441
GRHL1	2	9951662
KLF11	2	10043554
CYS1	2	10080411
RRM2	2	10122735
C2orf48	2	10141381
HPCAL1	2	10302903
ODC1	2	10448554
NOL10	2	10689987
RN7SL832P	2	10690009
ATP6V1C2	2	10721648
PDIA6	2	10812839
LINC01954	2	10878266
KCNF1	2	10911936
FLJ33534	2	11132176
C2orf50	2	11133052
PQLC3	2	11155371
ROCK2	2	11344585
LINC00570	2	11393980
E2F6	2	11466177
GREB1	2	11534115
NTSR2	2	11670203
LPIN1	2	11724333
MIR3681HG	2	12007115
TRIB2	2	12716871
LINC00276	2	14400958
FAM84A	2	14632682
NBAS	2	15561348
DDX1	2	15591620
LINC01804	2	15690781
MYCNUT	2	15920398
MYCN	2	15940437
GACAT3	2	16050426
FAM49A	2	16665866
RAD51AP2	2	17518439
VSNL1	2	17540539
SMC6	2	17753829
GEN1	2	17753857
MSGN1	2	17816518
KCNS3	2	17878656
NT5C1B-RDH14	2	18589580
RDH14	2	18560693
NT5C1B	2	18589580
OSR1	2	19358611
LINC00954	2	19868853
TTC32	2	19901986
WDR35	2	19990123
MATN3	2	20012694
LAPTM4A	2	20052028
SDC1	2	20225166
PUM2	2	20350850
RHOB	2	20447070
HS1BP3	2	20651104
GDF7	2	20666663
LDAH	2	20823130
APOB	2	21044073
TDRD15	2	21123985
LINC01822	2	21710652
LINC01884	2	22536478
KLHL29	2	23385426
ATAD2B	2	23927114
UBXN2A	2	23940505
MFSD2B	2	24010086
WDCP	2	24047426
FKBP1B	2	24049700
SF3B6	2	24076444
FAM228B	2	24076873
TP53I3	2	24085215
PFN4	2	24123477
FAM228A	2	24175042
ITSN2	2	24360528
NCOA1	2	24584476
PTRHD1	2	24793382
CENPO	2	24793114
ADCY3	2	24920017
DNAJC27	2	24972094
EFR3B	2	25042103
POMC	2	25168851
DNMT3A	2	25342590
DTNB	2	25673647
ASXL2	2	25878516
KIF3C	2	25982574
RAB10	2	26033859
GAREM2	2	26173090
HADHA	2	26244726
HADHB	2	26244747
ADGRF3	2	26346817
SELENOI	2	26346085
DRC1	2	26401911
OTOF	2	26478042
C2orf70	2	26562558
CIB4	2	26641368
KCNK3	2	26692712
SLC35F6	2	26764273
CENPA	2	26786013
DPYSL5	2	26848100
MAPRE3	2	26970370
TMEM214	2	27032905
AGBL5	2	27051622
OST4	2	27071699
EMILIN1	2	27078566
KHK	2	27086742
CGREF1	2	27119127
ABHD1	2	27123788
PREB	2	27134675
PRR30	2	27139464
TCF23	2	27149076
SLC5A6	2	27212307
ATRAID	2	27212350
CAD	2	27217389
SLC30A3	2	27275321
DNAJC5G	2	27275420
TRIM54	2	27282428
UCN	2	27308445
MPV17	2	27323102
GTF3C2	2	27357034
EIF2B4	2	27370457
SNX17	2	27370495
ZNF513	2	27380744
PPM1G	2	27409683
NRBP1	2	27428551
KRTCAP3	2	27442365
IFT172	2	27489811
FNDC4	2	27495259
GCKR	2	27496838
C2orf16	2	27576521
ZNF512	2	27582968
CCDC121	2	27629031
GPN1	2	27628647
SUPT7L	2	27663840
SLC4A1AP	2	27663470
LINC01460	2	27715732
MRPL33	2	27771716
RBKS	2	27890396
BRE	2	27890614
FOSL2	2	28392911
PLB1	2	28496070
PPP1CB	2	28751759
SPDYA	2	28810833
TRMT61B	2	28870309
WDR43	2	28894642
TOGARAM2	2	28981297
C2orf71	2	29074261
CLIP4	2	29115425
ALK	2	29921611
YPEL5	2	30146883
LBH	2	30231530
LCLAT1	2	30447225
CAPN13	2	30807445
GALNT14	2	31138726
CAPN14	2	31217545
EHD3	2	31234013
XDH	2	31414745
SRD5A2	2	31580971
MEMO1	2	32010664
DPY30	2	32039835
SPAST	2	32063610
SLC30A6	2	32165840
NLRC4	2	32265743
YIPF4	2	32277888
BIRC6	2	32357027
TTC27	2	32628019
LINC00486	2	32825442
LTBP1	2	33134596
RASGRP3	2	33513874
FAM98A	2	33599362
LINC01318	2	34067225
LINC01320	2	34677556
CRIM1	2	36356226
FEZ2	2	36598189
VIT	2	36696689
STRN	2	36966472
HEATR5B	2	37084345
GPATCH11	2	37084450
EIF2AK2	2	37157047
SULT6B1	2	37188547
CEBPZOS	2	37196460
CEBPZ	2	37231597
NDUFAF7	2	37231630
PRKD3	2	37317079
QPCT	2	37344609
CDC42EP3	2	37672199
LINC00211	2	37829711
RMDN2	2	37950443
CYP1B1	2	38076181
ATL2	2	38377423
HNRNPLL	2	38603036
GALM	2	38665909
SRSF7	2	38751494
GEMIN6	2	38778184
DHX57	2	38875934
MORN2	2	38875961
ARHGEF33	2	38919362
SOS1	2	39120463
CDKL4	2	39229588
MAP4K3	2	39437312
TMEM178A	2	39665894
THUMPD2	2	39779276
SLC8A1	2	40430304
